택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
007P10002,경기 구리시,7,53,1,의정부 우편집중국,11,23,261,9,중부권 광역우편물류센터,40,64,53,3,대전 우편집중국,68,80,102,1,충남 청양군,0,0
007P10003,경기 용인시 기흥구,7,58,1,성남 우편집중국,11,23,218,12,중부권 광역우편물류센터,38,62,202,14,진주 우편집중국,75,87,53,1,경남 의령군,0,0
007P10004,전남 목포시,7,45,3,영암 우편집중국,10,22,290,11,중부권 광역우편물류센터,41,89,192,20,대구 우편집중국,102,114,50,2,대구 수성구,0,0
007P10005,충북 보은군,7,87,2,청주 우편집중국,13,25,100,6,중부권 광역우편물류센터,32,56,202,2,진주 우편집중국,69,81,124,1,경남 거창군,0,0
007P10006,전북 진안군,7,150,2,진주 우편집중국,17,29,202,18,중부권 광역우편물류센터,42,89,192,20,대구 우편집중국,102,114,79,4,경북 청도군,0,0
007P10007,경남 의령군,7,53,1,진주 우편집중국,11,23,202,5,중부권 광역우편물류센터,36,60,295,5,부산 우편집중국,80,92,39,1,경남 김해시,0,0
007P10008,충남 보령시,7,190,2,대전 우편집중국,20,32,53,5,중부권 광역우편물류센터,36,60,100,2,청주 우편집중국,67,79,30,1,충북 청주시 서원구,0,0
007P10009,서울 은평구,7,39,1,고양 우편집중국,10,22,268,6,중부권 광역우편물류센터,40,64,133,10,천안 우편집중국,73,85,135,1,충북 옥천군,0,0
007P10010,전남 완도군,7,50,1,영암 우편집중국,10,22,290,11,중부권 광역우편물류센터,41,89,261,5,의정부 우편집중국,106,118,64,2,서울 노원구,0,0
007P10011,경기 포천시,7,52,1,의정부 우편집중국,10,22,261,7,중부권 광역우편물류센터,39,63,290,6,영암 우편집중국,82,94,63,1,전남 무안군,0,0
007P10012,대전 대덕구,7,66,2,대전 우편집중국,11,23,53,8,중부권 광역우편물류센터,27,51,261,2,의정부 우편집중국,68,80,55,1,경기 연천군,0,0
008P10001,경기 성남시 수정구,8,43,1,성남 우편집중국,11,23,218,12,중부권 광역우편물류센터,38,62,216,8,안동 우편집중국,76,88,90,2,경북 청송군,0,0
008P10002,충북 괴산군,8,142,1,청주 우편집중국,17,29,100,12,중부권 광역우편물류센터,36,60,192,4,대구 우편집중국,73,85,80,1,경북 고령군,0,0
008P10003,전남 보성군,8,84,1,순천 집중과,14,26,233,7,중부권 광역우편물류센터,42,89,248,7,동서울 우편집중국,106,118,82,1,서울 강남구,0,0
008P10004,경남 창원시 의창구,8,35,1,창원 우편집중국,10,22,251,6,중부권 광역우편물류센터,39,63,261,10,의정부 우편집중국,80,92,64,1,서울 강북구,0,0
008P10005,경기 포천시,8,52,2,의정부 우편집중국,11,23,261,9,중부권 광역우편물류센터,40,64,233,5,순천 집중과,80,92,84,2,전남 보성군,0,0
008P10006,서울 성동구,8,84,1,동서울 우편집중국,14,26,248,11,중부권 광역우편물류센터,43,89,133,13,천안 우편집중국,98,110,128,1,충남 태안군,0,0
008P10007,경남 거제시,8,136,1,창원 우편집중국,17,29,251,11,중부권 광역우편물류센터,46,89,202,15,진주 우편집중국,102,114,169,2,전북 순창군,0,0
008P10008,충북 음성군,8,97,2,청주 우편집중국,14,26,100,6,중부권 광역우편물류센터,33,57,251,4,창원 우편집중국,74,86,30,1,경남 창원시 마산회원구,0,0
008P10009,강원 동해시,8,72,1,강릉 우편집중국,13,25,368,8,중부권 광역우편물류센터,50,137,290,6,영암 우편집중국,156,168,50,1,전남 해남군,0,0
008P10010,경남 통영시,8,136,1,창원 우편집중국,17,29,251,11,중부권 광역우편물류센터,46,89,368,6,강릉 우편집중국,114,126,97,3,강원 고성군,0,0
008P10011,경남 김해시,8,39,1,부산 우편집중국,11,23,295,12,중부권 광역우편물류센터,43,89,253,13,부천 우편집중국,106,118,70,2,인천 연수구,0,0
008P10012,강원 삼척시,8,82,1,강릉 우편집중국,13,25,368,8,중부권 광역우편물류센터,50,137,248,9,동서울 우편집중국,154,166,40,1,경기 남양주시,0,0
008P10013,전남 나주시,8,140,3,광주 우편집중국,17,29,199,12,중부권 광역우편물류센터,42,89,216,6,안동 우편집중국,103,115,90,3,경북 청송군,0,0
008P10014,전북 남원시,8,142,1,진주 우편집중국,17,29,202,18,중부권 광역우편물류센터,42,89,368,6,강릉 우편집중국,114,126,82,1,강원 삼척시,0,0
008P10015,대구 달성군,8,54,2,대구 우편집중국,12,24,192,13,중부권 광역우편물류센터,37,61,218,12,성남 우편집중국,76,88,58,4,경기 용인시 수지구,0,0
008P10016,인천 남동구,8,61,1,부천 우편집중국,12,24,253,15,중부권 광역우편물류센터,41,89,251,6,창원 우편집중국,106,118,136,3,경남 통영시,0,0
008P10017,충남 아산시,8,45,1,천안 우편집중국,11,23,133,5,중부권 광역우편물류센터,32,56,133,2,천안 우편집중국,65,77,154,1,충남 홍성군,0,0
008P10018,전남 무안군,8,63,2,영암 우편집중국,12,24,290,13,중부권 광역우편물류센터,43,89,295,14,부산 우편집중국,109,121,70,4,부산 사하구,0,0
008P10019,대구 달성군,8,54,2,대구 우편집중국,12,24,192,13,중부권 광역우편물류센터,37,61,248,9,동서울 우편집중국,78,90,54,2,서울 강동구,0,0
008P10020,전남 여수시,8,30,1,순천 집중과,10,22,233,6,중부권 광역우편물류센터,38,62,256,12,원주 우편집중국,79,91,30,2,강원 원주시,0,0
008P10021,강원 평창군,8,84,1,원주 우편집중국,14,26,256,13,중부권 광역우편물류센터,43,89,218,14,성남 우편집중국,104,116,66,1,경기 의왕시,0,0
008P10022,충남 예산군,8,113,1,천안 우편집중국,16,28,133,7,중부권 광역우편물류센터,37,61,192,5,대구 우편집중국,74,86,30,1,대구 중구,0,0
009P10001,서울 서초구,9,79,2,동서울 우편집중국,14,26,248,11,중부권 광역우편물류센터,43,89,192,20,대구 우편집중국,102,114,50,2,대구 수성구,0,0
009P10002,경기 남양주시,9,40,1,동서울 우편집중국,12,24,248,9,중부권 광역우편물류센터,41,89,218,14,성남 우편집중국,104,116,56,2,경기 안양시 동안구,0,0
009P10003,경북 김천시,9,106,4,대구 우편집중국,16,28,192,25,중부권 광역우편물류센터,41,89,218,14,성남 우편집중국,104,116,58,3,경기 용인시 기흥구,0,0
009P10004,강원 고성군,9,97,2,강릉 우편집중국,15,27,368,10,중부권 광역우편물류센터,52,137,229,7,수원 우편집중국,152,164,77,1,경기 수원시 장안구,0,0
009P10005,전북 무주군,9,175,2,천안 우편집중국,21,33,133,7,중부권 광역우편물류센터,42,89,199,14,광주 우편집중국,102,114,57,5,광주 북구,0,0
009P10006,대구 수성구,9,50,1,대구 우편집중국,12,24,192,13,중부권 광역우편물류센터,37,61,53,7,대전 우편집중국,65,77,57,1,대전 동구,0,0
009P10007,강원 철원군,9,55,2,의정부 우편집중국,13,25,261,11,중부권 광역우편물류센터,42,89,251,6,창원 우편집중국,106,118,117,2,경남 고성군,0,0
009P10008,서울 성북구,9,36,1,동서울 우편집중국,11,23,248,8,중부권 광역우편물류센터,40,64,271,2,포항 우편집중국,82,94,30,1,경북 포항시 북구,0,0
009P10009,경북 영덕군,9,30,1,포항 우편집중국,11,23,271,3,중부권 광역우편물류센터,41,89,290,5,영암 우편집중국,108,120,30,1,전남 진도군,0,0
009P10010,광주 광산구,9,202,2,광주 우편집중국,22,34,199,18,중부권 광역우편물류센터,47,89,202,15,진주 우편집중국,102,114,34,5,경남 진주시,0,0
009P10011,경남 함양군,9,101,1,진주 우편집중국,16,28,202,13,중부권 광역우편물류센터,41,89,53,10,대전 우편집중국,93,105,102,4,충남 청양군,0,0
009P10012,경남 사천시,9,42,1,진주 우편집중국,12,24,202,7,중부권 광역우편물류센터,37,61,261,7,의정부 우편집중국,78,90,45,1,경기 동두천시,0,0
009P10013,강원 화천군,9,108,2,원주 우편집중국,16,28,256,17,중부권 광역우편물류센터,45,89,271,5,포항 우편집중국,107,119,168,4,경북 영천시,0,0
009P10014,강원 양구군,9,108,1,원주 우편집중국,16,28,256,17,중부권 광역우편물류센터,45,89,248,7,동서울 우편집중국,106,118,51,1,경기 하남시,0,0
009P10015,경북 봉화군,9,57,2,안동 우편집중국,13,25,216,7,중부권 광역우편물류센터,39,63,251,9,창원 우편집중국,80,92,80,3,경남 창원시 진해구,0,0
009P10016,부산 기장군,9,65,1,울산 우편집중국,13,25,318,8,중부권 광역우편물류센터,46,89,53,10,대전 우편집중국,93,105,77,1,충남 논산시,0,0
009P10017,경기 성남시 중원구,9,43,1,성남 우편집중국,12,24,218,13,중부권 광역우편물류센터,39,63,192,7,대구 우편집중국,76,88,79,1,경북 청도군,0,0
009P10018,충북 증평군,9,58,1,청주 우편집중국,13,25,100,6,중부권 광역우편물류센터,32,56,216,2,안동 우편집중국,70,82,57,1,경북 봉화군,0,0
009P10019,전북 정읍시,9,244,3,진주 우편집중국,25,37,202,27,중부권 광역우편물류센터,50,137,199,13,광주 우편집중국,150,162,57,6,광주 북구,0,0
009P10020,강원 철원군,9,55,2,의정부 우편집중국,13,25,261,11,중부권 광역우편물류센터,42,89,253,13,부천 우편집중국,106,118,53,1,경기 시흥시,0,0
009P10021,서울 중구,9,84,1,동서울 우편집중국,15,27,248,12,중부권 광역우편물류센터,44,89,216,6,안동 우편집중국,103,115,57,4,경북 봉화군,0,0
009P10022,대구 중구,9,30,1,대구 우편집중국,11,23,192,8,중부권 광역우편물류센터,36,60,295,5,부산 우편집중국,80,92,70,1,부산 사하구,0,0
009P10023,전남 완도군,9,50,2,영암 우편집중국,12,24,290,13,중부권 광역우편물류센터,43,89,192,20,대구 우편집중국,102,114,79,4,경북 청도군,0,0
009P10024,충북 청주시 흥덕구,9,44,1,청주 우편집중국,12,24,100,4,중부권 광역우편물류센터,31,55,233,1,순천 집중과,71,83,36,1,전남 순천시,0,0
009P10025,전남 담양군,9,70,1,광주 우편집중국,14,26,199,8,중부권 광역우편물류센터,39,63,100,6,청주 우편집중국,70,82,71,4,충북 진천군,0,0
009P10026,경북 봉화군,9,57,2,안동 우편집중국,13,25,216,7,중부권 광역우편물류센터,39,63,253,10,부천 우편집중국,80,92,74,2,인천 동구,0,0
009P10027,경북 김천시,9,106,4,대구 우편집중국,16,28,192,25,중부권 광역우편물류센터,41,89,133,13,천안 우편집중국,98,110,175,4,전북 무주군,0,0
009P10028,전남 곡성군,9,92,2,광주 우편집중국,15,27,199,9,중부권 광역우편물류센터,40,64,251,10,창원 우편집중국,81,93,35,2,경남 창원시 의창구,0,0
009P10029,경남 합천군,9,149,1,진주 우편집중국,19,31,202,18,중부권 광역우편물류센터,44,89,233,6,순천 집중과,105,117,58,5,전남 고흥군,0,0
010P10001,경남 창원시 마산합포구,10,30,1,창원 우편집중국,12,24,251,7,중부권 광역우편물류센터,41,89,100,9,청주 우편집중국,96,108,87,2,충북 보은군,0,0
010P10002,강원 평창군,10,84,2,원주 우편집중국,16,28,256,17,중부권 광역우편물류센터,45,89,218,14,성남 우편집중국,104,116,51,5,서울 동작구,0,0
010P10003,대구 달서구,10,48,1,대구 우편집중국,13,25,192,17,중부권 광역우편물류센터,38,62,202,14,진주 우편집중국,75,87,34,2,경남 진주시,0,0
010P10004,경기 광명시,10,60,1,성남 우편집중국,14,26,218,16,중부권 광역우편물류센터,41,89,199,14,광주 우편집중국,102,114,150,2,광주 서구,0,0
010P10005,충남 홍성군,10,154,1,천안 우편집중국,20,32,133,6,중부권 광역우편물류센터,41,89,318,3,울산 우편집중국,110,122,30,2,울산 북구,0,0
010P10006,대구 수성구,10,50,3,대구 우편집중국,13,25,192,17,중부권 광역우편물류센터,38,62,202,14,진주 우편집중국,75,87,270,2,전북 부안군,0,0
010P10007,광주 광산구,10,202,4,광주 우편집중국,23,35,199,20,중부권 광역우편물류센터,48,137,251,11,창원 우편집중국,154,166,30,3,경남 창원시 마산회원구,0,0
010P10008,충북 단양군,10,98,2,원주 우편집중국,17,29,256,21,중부권 광역우편물류센터,46,89,271,5,포항 우편집중국,107,119,30,1,경북 영덕군,0,0
010P10009,전남 완도군,10,50,2,영암 우편집중국,13,25,290,14,중부권 광역우편물류센터,44,89,295,14,부산 우편집중국,109,121,39,4,경남 김해시,0,0
010P10010,경북 구미시,10,76,2,대구 우편집중국,15,27,192,20,중부권 광역우편물류센터,40,64,199,10,광주 우편집중국,77,89,71,1,광주 동구,0,0
010P10011,부산 부산진구,10,70,2,부산 우편집중국,15,27,295,18,중부권 광역우편물류센터,47,89,218,14,성남 우편집중국,104,116,72,1,경기 광주시,0,0
010P10012,전남 보성군,10,84,2,순천 집중과,16,28,233,12,중부권 광역우편물류센터,44,89,218,14,성남 우편집중국,104,116,58,3,경기 용인시 기흥구,0,0
010P10013,울산 남구,10,30,1,울산 우편집중국,12,24,318,5,중부권 광역우편물류센터,45,89,295,14,부산 우편집중국,109,121,74,1,경남 밀양시,0,0
010P10014,경남 진주시,10,34,1,진주 우편집중국,12,24,202,7,중부권 광역우편물류센터,37,61,218,12,성남 우편집중국,76,88,43,1,경기 성남시 수정구,0,0
010P10015,경북 영천시,10,168,2,포항 우편집중국,21,33,271,11,중부권 광역우편물류센터,51,137,199,13,광주 우편집중국,150,162,128,2,전남 구례군,0,0
010P10016,경기 수원시 팔달구,10,69,2,수원 우편집중국,15,27,229,6,중부권 광역우편물류센터,42,89,261,5,의정부 우편집중국,106,118,55,3,강원 철원군,0,0
010P10017,경남 거창군,10,124,1,진주 우편집중국,18,30,202,19,중부권 광역우편물류센터,43,89,133,13,천안 우편집중국,98,110,128,2,충남 서산시,0,0
010P10018,서울 강북구,10,64,2,의정부 우편집중국,14,26,261,18,중부권 광역우편물류센터,43,89,253,13,부천 우편집중국,106,118,61,1,인천 남동구,0,0
010P10019,인천 서구,10,47,1,부천 우편집중국,13,25,253,18,중부권 광역우편물류센터,42,89,192,20,대구 우편집중국,102,114,84,2,경북 군위군,0,0
010P10020,인천 부평구,10,36,1,부천 우편집중국,12,24,253,15,중부권 광역우편물류센터,41,89,318,3,울산 우편집중국,110,122,30,2,울산 북구,0,0
010P10021,광주 광산구,10,202,4,광주 우편집중국,23,35,199,20,중부권 광역우편물류센터,48,137,251,11,창원 우편집중국,154,166,49,2,경남 함안군,0,0
010P10022,서울 강북구,10,64,2,의정부 우편집중국,14,26,261,18,중부권 광역우편물류센터,43,89,261,5,의정부 우편집중국,106,118,55,3,강원 철원군,0,0
010P10023,경기 구리시,10,53,3,의정부 우편집중국,14,26,261,18,중부권 광역우편물류센터,43,89,368,6,강릉 우편집중국,114,126,97,3,강원 속초시,0,0
010P10024,강원 춘천시,10,108,1,원주 우편집중국,17,29,256,21,중부권 광역우편물류센터,46,89,53,10,대전 우편집중국,93,105,57,2,대전 중구,0,0
010P10025,경기 안양시 만안구,10,56,1,성남 우편집중국,14,26,218,16,중부권 광역우편물류센터,41,89,368,6,강릉 우편집중국,114,126,72,2,강원 동해시,0,0
010P10026,경북 문경시,10,119,1,안동 우편집중국,18,30,216,11,중부권 광역우편물류센터,44,89,253,13,부천 우편집중국,106,118,96,2,인천 강화군,0,0
010P10027,경북 김천시,10,106,5,대구 우편집중국,17,29,192,26,중부권 광역우편물류센터,42,89,253,13,부천 우편집중국,106,118,74,3,인천 동구,0,0
010P10028,강원 철원군,10,55,3,의정부 우편집중국,14,26,261,18,중부권 광역우편물류센터,43,89,100,9,청주 우편집중국,96,108,65,1,충북 청주시 상당구,0,0
010P10029,대구 수성구,10,50,3,대구 우편집중국,13,25,192,17,중부권 광역우편물류센터,38,62,199,9,광주 우편집중국,75,87,57,1,광주 북구,0,0
010P10030,경북 영천시,10,168,2,포항 우편집중국,21,33,271,11,중부권 광역우편물류센터,51,137,218,16,성남 우편집중국,152,164,58,5,경기 용인시 수지구,0,0
010P10031,서울 구로구,10,88,1,성남 우편집중국,16,28,218,20,중부권 광역우편물류센터,43,89,133,13,천안 우편집중국,98,110,113,1,충남 예산군,0,0
010P10032,울산 동구,10,30,1,울산 우편집중국,12,24,318,5,중부권 광역우편물류센터,45,89,295,14,부산 우편집중국,109,121,152,1,부산 해운대구,0,0
010P10033,충북 옥천군,10,135,1,천안 우편집중국,19,31,133,6,중부권 광역우편물류센터,40,64,318,5,울산 우편집중국,85,97,30,2,울산 중구,0,0
010P10034,경북 상주시,10,97,1,안동 우편집중국,16,28,216,8,중부권 광역우편물류센터,42,89,218,14,성남 우편집중국,104,116,56,1,경기 안양시 만안구,0,0
010P10035,경기 구리시,10,53,3,의정부 우편집중국,14,26,261,18,중부권 광역우편물류센터,43,89,290,5,영암 우편집중국,108,120,50,1,전남 완도군,0,0
