택배번호,출발지,출발시간,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간,거리,통행량
007P10008,서울 광진구,7,30,1,동서울 우편집중국,9,21,248,5,중부권 광역우편물류센터,38,62,233,7,순천 집중과,78,90,84,2,전남 보성군,0,0
007P10009,경기 수원시 장안구,7,77,2,수원 우편집중국,12,24,229,8,중부권 광역우편물류센터,39,63,100,8,청주 우편집중국,70,82,87,1,충북 보은군,0,0
007P10010,강원 평창군,7,84,1,원주 우편집중국,13,25,256,12,중부권 광역우편물류센터,42,88,199,13,광주 우편집중국,101,113,92,2,전남 곡성군,0,0
007P10011,충북 영동군,7,164,1,천안 우편집중국,18,30,133,10,중부권 광역우편물류센터,39,63,229,5,수원 우편집중국,78,90,69,1,경기 수원시 팔달구,0,0
007P10012,충남 예산군,7,113,1,천안 우편집중국,15,27,133,8,중부권 광역우편물류센터,36,60,295,10,부산 우편집중국,80,92,70,1,부산 서구,0,0
007P10013,전북 남원시,7,142,1,진주 우편집중국,16,28,202,14,중부권 광역우편물류센터,41,88,253,14,부천 우편집중국,105,117,70,2,인천 연수구,0,0
007P10014,전북 정읍시,7,244,3,진주 우편집중국,23,35,202,27,중부권 광역우편물류센터,48,112,229,1,수원 우편집중국,127,139,77,2,경기 수원시 권선구,0,0
007P10015,울산 울주군,7,35,1,울산 우편집중국,9,21,318,8,중부권 광역우편물류센터,42,88,295,20,부산 우편집중국,108,120,60,3,부산 수영구,0,0
007P10016,부산 중구,7,70,1,부산 우편집중국,12,24,295,12,중부권 광역우편물류센터,44,88,368,3,강릉 우편집중국,113,125,97,3,강원 속초시,0,0
007P10017,충남 서천군,7,156,2,대전 우편집중국,17,29,53,4,중부권 광역우편물류센터,33,57,218,4,성남 우편집중국,72,84,43,1,경기 성남시 중원구,0,0
007P10018,경북 영주시,7,57,1,안동 우편집중국,11,23,216,1,중부권 광역우편물류센터,37,61,248,8,동서울 우편집중국,78,90,51,2,경기 하남시,0,0
007P10019,경기 과천시,7,48,1,성남 우편집중국,10,22,218,13,중부권 광역우편물류센터,37,61,368,6,강릉 우편집중국,86,98,97,2,강원 속초시,0,0
007P10020,전북 익산시,7,200,3,진주 우편집중국,20,32,202,21,중부권 광역우편물류센터,45,88,253,14,부천 우편집중국,105,117,36,3,서울 영등포구,0,0
007P10021,충남 서천군,7,156,2,대전 우편집중국,17,29,53,4,중부권 광역우편물류센터,33,57,53,3,대전 우편집중국,61,73,116,1,충남 부여군,0,0
007P10022,경북 포항시 남구,7,30,1,포항 우편집중국,9,21,271,4,중부권 광역우편물류센터,39,63,268,5,고양 우편집중국,81,93,30,1,경기 고양시 일산동구,0,0
007P10023,충남 천안시 동남구,7,30,1,천안 우편집중국,9,21,133,2,중부권 광역우편물류센터,30,54,256,3,원주 우편집중국,71,83,75,1,경기 여주시,0,0
008P10001,충북 보은군,8,87,2,청주 우편집중국,14,26,100,14,중부권 광역우편물류센터,33,57,253,6,부천 우편집중국,74,86,36,1,서울 영등포구,0,0
008P10002,경기 수원시 장안구,8,77,3,수원 우편집중국,13,25,229,9,중부권 광역우편물류센터,40,64,256,8,원주 우편집중국,81,93,62,1,충북 제천시,0,0
008P10003,충남 아산시,8,45,1,천안 우편집중국,11,23,133,4,중부권 광역우편물류센터,32,56,290,3,영암 우편집중국,75,87,50,1,전남 완도군,0,0
008P10004,충남 계룡시,8,30,1,대전 우편집중국,10,22,53,3,중부권 광역우편물류센터,26,50,216,1,안동 우편집중국,64,76,90,1,경북 영양군,0,0
008P10005,충남 당진시,8,109,3,천안 우편집중국,15,27,133,8,중부권 광역우편물류센터,36,60,233,4,순천 집중과,76,88,58,1,전남 고흥군,0,0
008P10006,대구 서구,8,43,2,대구 우편집중국,11,23,192,15,중부권 광역우편물류센터,36,60,271,1,포항 우편집중국,78,90,30,1,경북 영덕군,0,0
008P10007,서울 노원구,8,64,1,의정부 우편집중국,12,24,261,13,중부권 광역우편물류센터,41,88,192,14,대구 우편집중국,101,113,30,4,대구 북구,0,0
008P10008,대구 남구,8,43,1,대구 우편집중국,11,23,192,15,중부권 광역우편물류센터,36,60,253,10,부천 우편집중국,77,89,36,2,경기 부천시,0,0
008P10009,경기 광주시,8,72,1,성남 우편집중국,13,25,218,19,중부권 광역우편물류센터,40,88,256,6,원주 우편집중국,105,117,54,2,강원 횡성군,0,0
008P10010,서울 광진구,8,30,2,동서울 우편집중국,10,22,248,6,중부권 광역우편물류센터,39,63,295,14,부산 우편집중국,83,95,60,2,부산 수영구,0,0
008P10011,경기 용인시 처인구,8,64,1,성남 우편집중국,12,24,218,17,중부권 광역우편물류센터,39,63,100,8,청주 우편집중국,70,82,58,1,충북 증평군,0,0
008P10012,충남 홍성군,8,154,1,천안 우편집중국,18,30,133,10,중부권 광역우편물류센터,39,63,233,9,순천 집중과,79,91,30,3,전남 여수시,0,0
008P10013,충북 청주시 청원구,8,30,1,청주 우편집중국,10,22,100,6,중부권 광역우편물류센터,29,53,133,1,천안 우편집중국,62,74,109,1,충남 당진시,0,0
008P10014,경북 김천시,8,106,2,대구 우편집중국,15,27,192,25,중부권 광역우편물류센터,40,88,218,15,성남 우편집중국,103,115,48,2,경기 과천시,0,0
008P10015,경남 남해군,8,73,2,진주 우편집중국,13,25,202,7,중부권 광역우편물류센터,38,62,192,11,대구 우편집중국,75,87,43,2,대구 서구,0,0
008P10016,서울 강북구,8,64,1,의정부 우편집중국,12,24,261,13,중부권 광역우편물류센터,41,88,199,13,광주 우편집중국,101,113,71,2,전남 화순군,0,0
008P10017,전북 고창군,8,234,1,진주 우편집중국,24,36,202,28,중부권 광역우편물류센터,49,136,256,13,원주 우편집중국,153,165,30,1,강원 원주시,0,0
008P10018,충북 제천시,8,62,2,원주 우편집중국,12,24,256,10,중부권 광역우편물류센터,41,88,253,14,부천 우편집중국,105,117,47,4,인천 서구,0,0
008P10019,대구 수성구,8,50,1,대구 우편집중국,11,23,192,15,중부권 광역우편물류센터,36,60,133,8,천안 우편집중국,69,81,135,2,충북 옥천군,0,0
008P10020,충북 영동군,8,164,2,천안 우편집중국,19,31,133,10,중부권 광역우편물류센터,40,88,216,11,안동 우편집중국,102,114,119,2,경북 문경시,0,0
008P10021,경기 의정부시,8,68,1,의정부 우편집중국,13,25,261,14,중부권 광역우편물류센터,42,88,199,13,광주 우편집중국,101,113,71,4,광주 동구,0,0
008P10022,경기 동두천시,8,45,1,의정부 우편집중국,11,23,261,11,중부권 광역우편물류센터,40,88,318,2,울산 우편집중국,109,121,30,2,울산 북구,0,0
008P10023,충북 청주시 흥덕구,8,44,1,청주 우편집중국,11,23,100,6,중부권 광역우편물류센터,30,54,133,2,천안 우편집중국,63,75,135,1,충북 옥천군,0,0
008P10024,인천 강화군,8,96,1,부천 우편집중국,14,26,253,18,중부권 광역우편물류센터,43,88,100,8,청주 우편집중국,95,107,142,2,충북 괴산군,0,0
008P10025,충북 청주시 상당구,8,65,1,청주 우편집중국,12,24,100,10,중부권 광역우편물류센터,31,55,202,1,진주 우편집중국,68,80,270,1,전북 부안군,0,0
008P10026,충북 음성군,8,97,3,청주 우편집중국,14,26,100,14,중부권 광역우편물류센터,33,57,256,5,원주 우편집중국,74,86,124,1,강원 정선군,0,0
008P10027,부산 남구,8,35,1,부산 우편집중국,10,22,295,11,중부권 광역우편물류센터,42,88,290,8,영암 우편집중국,107,119,50,3,전남 영암군,0,0
008P10028,대구 달서구,8,48,1,대구 우편집중국,11,23,192,15,중부권 광역우편물류센터,36,60,261,8,의정부 우편집중국,77,89,53,1,경기 구리시,0,0
008P10029,서울 종로구,8,84,1,동서울 우편집중국,14,26,248,7,중부권 광역우편물류센터,43,88,216,11,안동 우편집중국,102,114,44,3,경북 예천군,0,0
008P10030,경북 구미시,8,76,1,대구 우편집중국,13,25,192,17,중부권 광역우편물류센터,38,62,202,13,진주 우편집중국,75,87,142,1,전북 남원시,0,0
008P10031,인천 옹진군,8,66,1,부천 우편집중국,12,24,253,15,중부권 광역우편물류센터,41,88,218,15,성남 우편집중국,103,115,56,4,경기 안양시 만안구,0,0
008P10032,서울 동작구,8,51,2,성남 우편집중국,11,23,218,14,중부권 광역우편물류센터,38,62,256,7,원주 우편집중국,79,91,98,2,충북 단양군,0,0
009P10001,경기 시흥시,9,53,1,부천 우편집중국,13,25,253,17,중부권 광역우편물류센터,42,88,368,3,강릉 우편집중국,113,125,30,3,강원 강릉시,0,0
009P10002,경기 과천시,9,48,2,성남 우편집중국,12,24,218,17,중부권 광역우편물류센터,39,63,290,11,영암 우편집중국,82,94,45,2,전남 목포시,0,0
009P10003,서울 강서구,9,36,1,부천 우편집중국,11,23,253,13,중부권 광역우편물류센터,40,88,295,20,부산 우편집중국,108,120,70,4,부산 중구,0,0
009P10004,광주 북구,9,57,1,광주 우편집중국,13,25,199,5,중부권 광역우편물류센터,38,62,261,10,의정부 우편집중국,79,91,38,1,경기 양주시,0,0
009P10005,전북 남원시,9,142,2,진주 우편집중국,18,30,202,17,중부권 광역우편물류센터,43,88,248,11,동서울 우편집중국,105,117,36,1,서울 성북구,0,0
009P10006,전남 순천시,9,36,1,순천 집중과,11,23,233,4,중부권 광역우편물류센터,39,63,202,16,진주 우편집중국,76,88,189,1,전북 완주군,0,0
009P10007,경기 안성시,9,114,3,수원 우편집중국,17,29,229,12,중부권 광역우편물류센터,44,88,218,15,성남 우편집중국,103,115,56,1,경기 군포시,0,0
009P10008,경기 성남시 분당구,9,39,1,성남 우편집중국,12,24,218,17,중부권 광역우편물류센터,39,63,290,11,영암 우편집중국,82,94,45,2,전남 목포시,0,0
009P10009,경기 군포시,9,56,1,성남 우편집중국,13,25,218,19,중부권 광역우편물류센터,40,88,100,8,청주 우편집중국,95,107,30,1,충북 청주시 청원구,0,0
009P10010,전남 곡성군,9,92,1,광주 우편집중국,15,27,199,6,중부권 광역우편물류센터,40,88,199,13,광주 우편집중국,101,113,108,3,전남 함평군,0,0
009P10011,부산 서구,9,70,1,부산 우편집중국,14,26,295,14,중부권 광역우편물류센터,46,88,256,6,원주 우편집중국,105,117,75,3,경기 여주시,0,0
009P10012,강원 인제군,9,150,1,원주 우편집중국,19,31,256,15,중부권 광역우편물류센터,48,112,216,1,안동 우편집중국,126,138,57,2,경북 영주시,0,0
009P10013,경북 영주시,9,57,2,안동 우편집중국,13,25,216,2,중부권 광역우편물류센터,39,63,199,7,광주 우편집중국,76,88,150,2,광주 남구,0,0
009P10014,서울 은평구,9,39,1,고양 우편집중국,12,24,268,8,중부권 광역우편물류센터,42,88,202,15,진주 우편집중국,101,113,150,2,전북 진안군,0,0
009P10015,경남 통영시,9,136,1,창원 우편집중국,18,30,251,14,중부권 광역우편물류센터,47,88,368,3,강릉 우편집중국,113,125,82,1,강원 삼척시,0,0
009P10016,경기 광주시,9,72,2,성남 우편집중국,14,26,218,23,중부권 광역우편물류센터,41,88,253,14,부천 우편집중국,105,117,36,2,인천 계양구,0,0
010P10001,대구 중구,10,30,1,대구 우편집중국,12,24,192,16,중부권 광역우편물류센터,37,61,253,11,부천 우편집중국,78,90,53,1,경기 시흥시,0,0
010P10002,경기 고양시 일산서구,10,30,1,고양 우편집중국,12,24,268,8,중부권 광역우편물류센터,42,88,192,14,대구 우편집중국,101,113,48,2,대구 달서구,0,0
010P10003,대전 대덕구,10,66,1,대전 우편집중국,14,26,53,3,중부권 광역우편물류센터,30,54,192,2,대구 우편집중국,67,79,88,1,경북 성주군,0,0
010P10004,경남 창원시 마산합포구,10,30,2,창원 우편집중국,12,24,251,8,중부권 광역우편물류센터,41,88,199,13,광주 우편집중국,101,113,108,3,전남 함평군,0,0
010P10005,인천 동구,10,74,2,부천 우편집중국,15,27,253,20,중부권 광역우편물류센터,44,88,268,4,고양 우편집중국,106,118,30,2,경기 고양시 일산서구,0,0
010P10006,부산 영도구,10,70,1,부산 우편집중국,15,27,295,18,중부권 광역우편물류센터,47,88,248,11,동서울 우편집중국,105,117,82,2,서울 강남구,0,0
010P10007,경기 군포시,10,56,2,성남 우편집중국,14,26,218,23,중부권 광역우편물류센터,41,88,295,20,부산 우편집중국,108,120,60,2,부산 연제구,0,0
010P10008,울산 북구,10,30,1,울산 우편집중국,12,24,318,9,중부권 광역우편물류센터,45,88,192,14,대구 우편집중국,101,113,79,1,경북 청도군,0,0
010P10009,강원 철원군,10,55,1,의정부 우편집중국,14,26,261,15,중부권 광역우편물류센터,43,88,133,7,천안 우편집중국,97,109,128,4,충남 서산시,0,0
010P10010,경기 용인시 기흥구,10,58,1,성남 우편집중국,14,26,218,23,중부권 광역우편물류센터,41,88,256,6,원주 우편집중국,105,117,98,3,충북 단양군,0,0
010P10011,경남 남해군,10,73,2,진주 우편집중국,15,27,202,11,중부권 광역우편물류센터,40,88,295,20,부산 우편집중국,108,120,35,3,부산 동구,0,0
010P10012,충북 청주시 청원구,10,30,1,청주 우편집중국,12,24,100,10,중부권 광역우편물류센터,31,55,318,1,울산 우편집중국,76,88,30,1,울산 남구,0,0
010P10013,강원 인제군,10,150,2,원주 우편집중국,20,32,256,16,중부권 광역우편물류센터,49,136,133,10,천안 우편집중국,145,157,164,5,충북 영동군,0,0
010P10014,충남 부여군,10,116,2,대전 우편집중국,18,30,53,5,중부권 광역우편물류센터,34,58,295,7,부산 우편집중국,78,90,60,1,부산 연제구,0,0
010P10015,대구 달성군,10,54,1,대구 우편집중국,14,26,192,23,중부권 광역우편물류센터,39,63,318,3,울산 우편집중국,84,96,30,1,울산 북구,0,0
010P10016,경남 창원시 마산합포구,10,30,2,창원 우편집중국,12,24,251,8,중부권 광역우편물류센터,41,88,248,11,동서울 우편집중국,105,117,79,1,서울 서초구,0,0
010P10017,경기 평택시,10,105,1,수원 우편집중국,17,29,229,12,중부권 광역우편물류센터,44,88,192,14,대구 우편집중국,101,113,54,1,대구 달성군,0,0
010P10018,경북 성주군,10,88,1,대구 우편집중국,16,28,192,28,중부권 광역우편물류센터,41,88,218,15,성남 우편집중국,103,115,58,1,경기 용인시 기흥구,0,0
010P10019,경북 고령군,10,80,1,대구 우편집중국,15,27,192,25,중부권 광역우편물류센터,40,88,202,15,진주 우편집중국,101,113,102,1,경남 함양군,0,0
010P10020,부산 사하구,10,70,1,부산 우편집중국,15,27,295,18,중부권 광역우편물류센터,47,88,253,14,부천 우편집중국,105,117,36,3,인천 부평구,0,0
010P10021,전북 완주군,10,189,1,진주 우편집중국,23,35,202,27,중부권 광역우편물류센터,48,112,133,1,천안 우편집중국,121,133,164,2,충북 영동군,0,0
011P10001,경남 거창군,11,124,2,진주 우편집중국,19,31,202,21,중부권 광역우편물류센터,44,88,218,15,성남 우편집중국,103,115,58,2,경기 용인시 수지구,0,0
011P10002,경북 울진군,11,30,1,포항 우편집중국,13,25,271,5,중부권 광역우편물류센터,43,88,253,14,부천 우편집중국,105,117,47,4,인천 서구,0,0
011P10003,서울 송파구,11,58,1,동서울 우편집중국,15,27,248,8,중부권 광역우편물류센터,44,88,253,14,부천 우편집중국,105,117,70,2,인천 연수구,0,0
011P10004,충북 옥천군,11,135,1,천안 우편집중국,20,32,133,12,중부권 광역우편물류센터,41,88,248,11,동서울 우편집중국,105,117,40,2,경기 남양주시,0,0
011P10005,광주 광산구,11,202,1,광주 우편집중국,24,36,199,13,중부권 광역우편물류센터,49,136,133,10,천안 우편집중국,145,157,135,6,충북 옥천군,0,0
011P10006,경기 안양시 만안구,11,56,1,성남 우편집중국,15,27,218,24,중부권 광역우편물류센터,42,88,100,8,청주 우편집중국,95,107,44,3,충북 충주시,0,0
011P10007,충북 괴산군,11,142,3,청주 우편집중국,20,32,100,10,중부권 광역우편물류센터,39,63,253,13,부천 우편집중국,80,92,36,2,서울 영등포구,0,0
011P10008,전남 곡성군,11,92,2,광주 우편집중국,17,29,199,7,중부권 광역우편물류센터,42,88,192,14,대구 우편집중국,101,113,80,1,경북 고령군,0,0
011P10009,전남 영암군,11,50,1,영암 우편집중국,14,26,290,5,중부권 광역우편물류센터,45,88,216,11,안동 우편집중국,102,114,44,3,경북 예천군,0,0
011P10010,경기 구리시,11,53,1,의정부 우편집중국,15,27,261,16,중부권 광역우편물류센터,44,88,271,6,포항 우편집중국,106,118,30,4,경북 영덕군,0,0
011P10011,대구 수성구,11,50,2,대구 우편집중국,14,26,192,23,중부권 광역우편물류센터,39,63,192,12,대구 우편집중국,76,88,30,3,대구 북구,0,0
011P10012,부산 금정구,11,60,1,부산 우편집중국,15,27,295,18,중부권 광역우편물류센터,47,88,202,15,진주 우편집중국,101,113,244,3,전북 정읍시,0,0
011P10013,강원 강릉시,11,30,1,강릉 우편집중국,13,25,368,4,중부권 광역우편물류센터,50,136,256,13,원주 우편집중국,153,165,54,3,강원 횡성군,0,0
011P10014,경남 의령군,11,53,1,진주 우편집중국,15,27,202,11,중부권 광역우편물류센터,40,88,202,15,진주 우편집중국,101,113,133,1,전북 장수군,0,0
011P10015,부산 영도구,11,70,2,부산 우편집중국,16,28,295,21,중부권 광역우편물류센터,48,112,271,1,포항 우편집중국,130,142,168,1,경북 영천시,0,0
011P10016,경기 성남시 수정구,11,43,1,성남 우편집중국,14,26,218,23,중부권 광역우편물류센터,41,88,253,14,부천 우편집중국,105,117,66,1,인천 옹진군,0,0
011P10017,부산 동구,11,35,1,부산 우편집중국,13,25,295,13,중부권 광역우편물류센터,45,88,295,20,부산 우편집중국,108,120,39,3,경남 김해시,0,0
011P10018,강원 태백시,11,227,2,원주 우편집중국,26,38,256,28,중부권 광역우편물류센터,55,136,218,17,성남 우편집중국,151,163,39,3,경기 성남시 분당구,0,0
011P10019,경기 부천시,11,36,1,부천 우편집중국,13,25,253,17,중부권 광역우편물류센터,42,88,53,6,대전 우편집중국,92,104,57,2,대전 동구,0,0
